Nr. Crt;Categorie;Compania;Brand;Denumirea promotiei;Data Start;Data Sfarsit;Durata zile;Durata luni;Slogan;Mecanism;Tip promotie;Validare; Valoare Premii ;Premii;Masina;Excursie;Instant;Zilnice;Saptamanale/ Lunare;La sfarsit de campanie;SMS;Website;APP;Facebook;Whatsapp;Clip YOUTUBE;Instagram;;
41;Food;ETI European Food Industries S.A;Petito;“Petito invoca imaginatia la joaca!”;27.08.2020;21.10.2020;54;3;“Petito invoca imaginatia la joaca!”;Sa achizitioneze de minimum 10 lei produse Petito, in orice combinatie, in perioada Campaniei, din magazinele participante.;Buy & send;Formular contact;16367;lego;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
42;Food;ETI European Food Industries S.A;Milk Burger;“Supereroul Milk Burger te invita sa explorezi”;14.09.2020;13.10.2020;29;2;“Supereroul Milk Burger te invita sa explorezi”;Sa achizitioneze in perioada campaniei oricare produs sau combinatie de produse participante Milk Burger in valoare cumulata de minimum 6 lei, in perioada Campaniei, din magazinele participante;Buy & send;Formular contact;4213.94;Un Voucher Carturesti, Un Ceas Smartwatch GPC pentru Copii, O tableta SAMSUNG GALAXY TAB A 10;Nu;Nu;Nu;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
43;Food;ETI European Food Industries S.A;Dare, Eti, Wanted;"“Momentul tau dulce MUZICA si ENERGIE iti aduce""";01.07.2020;31.07.2020;31;1;"“Momentul tau dulce MUZICA si ENERGIE iti aduce""";Sa achizitioneze oricare din produsele participante la Campanie;Buy & send;Formular contact;8095.36;1 set Karaoke, 1 Casca audio fara fir, 1 plin de carburant, 1 voucher de vacanta;Nu;Da;Nu;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
44;Food;ETI European Food Industries S.A;Whola;“Whola! Mai mult decat un baton, un stil de viata!”;25.09.2020;11.10.2020;17;2;“Whola! Mai mult decat un baton, un stil de viata!”;Sa achizitioneze minimum 2 produse participante, in orice combinatie, in perioada Campaniei, din magazinele participante, pe acelasi bon fiscal;Buy & send;Formular contact;9912;Tracker Smart Fit;Nu;Nu;Nu;Da;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
45;Food;ETI European Food Industries S.A;Crax;"“Distractia incepe cu Crax in pauza de rontaiala!""";08.07.2020;26.08.2020;49;1;"“Distractia incepe cu Crax in pauza de rontaiala!""";Sa achizitioneze orice produs participant la Campanie, in valoare de minimum 4 lei pe acelasi bon fiscal, in perioada Campaniei;Buy & send;Formular contact;5850;Display Crax, Camera foto Instant, Dispenser de bere;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
46;Food;ETI European Food Industries S.A;Dare;“Indrazneste sa gusti doar fericirea zi de zi cu premiile DARE”;30.09.2020;20.10.2020;20;2;“Indrazneste sa gusti doar fericirea zi de zi cu premiile DARE”;Sa achizitioneze in perioada campaniei oricare produs sau combinatie de produse participante, apartinand brandului Dare in valoare cumulata de 10 lei, in perioada Campaniei, din magazinele Auchan;Buy & send;Formular contact;19494.15;Un Voucher Douglas, O Tableta: Apple iPad, Premiu in bani in valoare de 1400 de euro;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
47;Food;ETI European Food Industries S.A;Milk Burger;Supereroul Eti Milk Burger iti trezeste pofta de super aventura!;23.07.2020;05.08.2020;13;2;Supereroul Eti Milk Burger iti trezeste pofta de super aventura!;Sa achizitioneze oricare din produsele participante la Campanie in valoare de 6 lei, in perioada Campaniei, din magazinele participante;Buy & send;Formular contact;3080;Trotineta DHS model 250 pentru copii, Cort drumetii;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
48;Food;ETI European Food Industries S.A;Wanted;“Gusta adevarul si castiga premii uimitoare”;01.10.2020;30.10.2020;30;1;“Gusta adevarul si castiga premii uimitoare”;Sa achizitioneze in perioada campaniei oricare produs sau combinatie de produse participante, apartinand brandului Wanted, in valoare cumulata de minimum 5 lei, in perioada Campaniei, din magazinele participante;Buy & send;Formular contact;2456.87;Set format din Rucsac Puma + produse Wanted Nuts Milk + produse Wanted Pops Coconut, LED TV Smart Samsung 4K;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
49;Food;ETI European Food Industries S.A;Milk Burger;“Supereroul ETI Milk Burger iti trezeste pofta de super aventura!”;23.07.2020;19.08.2020;27;2;“Supereroul ETI Milk Burger iti trezeste pofta de super aventura!”;Sa achizitioneze oricare din produsele participante la Campanie, in valoare cumulata de minimum 6 lei pe acelasi bon fiscal, in perioada Campaniei, din orice magazin Profi ;Buy & send;Formular contact;6000;Voucher Carturesti, Set rachete de tenis pentru copii, Masa de tenis exterior;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
50;Food;ETI European Food Industries S.A;Wanted;“Gusta adevarul si doar in Kaufland ai mai multe sanse de castig;05.10.2020;25.10.2020;20;1;“Gusta adevarul si doar in Kaufland ai mai multe sanse de castig;Sa achizitioneze produse participante, in orice combinatie, in valoare cumulata de minimum 10 lei pe acelasi bon fiscal, in perioada Campaniei, din magazinele participante.;Buy & send;Formular contact;6177;Vouchers Kaufland 50 ron - 2 pe zi, Smart Watch Xiaomi - 1 pe saptamana, Aparat foto mirrorless Canon EOS M50 + Obiectiv EF-M 15- 45mm;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
51;Food;ETI European Food Industries S.A;Wanted, Adicto;“Alimenteaza-ti vara cu energie si distractie!”;01.08.2020;31.08.2020;31;1;“Alimenteaza-ti vara cu energie si distractie!”;Sa achizitioneze oricare dintre produsele participante la Campanie, in perioada Campaniei, din statiile Rompetrol;Buy & send;Formular contact;7700;Produse Eti in valoare de 100 lei, 1 plin de carburant, vouchere EMAG in valoare de 1000 lei fiecare;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
52;Food;ETI European Food Industries S.A;Brownie;“Momente delicioase pentru gusturi pretentioase”;01.08.2020;31.08.2020;31;1;“Momente delicioase pentru gusturi pretentioase”;Sa achizitioneze oricare din produsele participante la Campanie in valoare de 6 lei, in orice combinatie, in perioada Campaniei, din magazinele participante;Buy & send;Formular contact;3900;Cos de produse ETI Browni, Gift Card Beauty Sephora, Voucher Bijuterii Teilor;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
53;Food;ETI European Food Industries S.A;Milk Burger;“Supereroul ETI Milk Burger iti trezeste pofta de super aventura!”;10.08.2020;31.08.2020;21;1;“Supereroul ETI Milk Burger iti trezeste pofta de super aventura!”;Sa achizitioneze oricare din produsele participante la Campanie in valoare de minimum 6 lei, in orice combinatie, in perioada Campaniei, din magazinele participante ;Buy & send;Formular contact;5850;Un Voucher Carturesti, Un Voucher Decathlon “Set Badminton cu 4 rachete”, O bicicleta Mini Cargo Pegas;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
54;Food;ETI European Food Industries S.A;Milk Burger;“La Doi Pasi si Eti Milk Burger iti trezesc pofta de aventura!”;01.09.2020;30.09.2020;30;1;“La Doi Pasi si Eti Milk Burger iti trezesc pofta de aventura!”;Sa achizitioneze oricare din produsele participante la Campanie in valoare de minimum 6 lei, in orice combinatie, in perioada Campaniei, din magazinele participante;Buy & send;Formular contact;4100;"Un Voucher Carturesti, Un Voucher Emag - jucarie ""Soft Bowling"", Un Voucher Decathlon";Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
55;Food;ETI European Food Industries S.A;Eti; “Produsele ETi iti aduc ENERGIA de toamna - Incarca-ti calatoriile cu energie si momente dulci!”;01.09.2020;30.09.2020;30;1; “Produsele ETi iti aduc ENERGIA de toamna - Incarca-ti calatoriile cu energie si momente dulci!”;Sa achizitioneze oricare produs participant apartinand brandului Wanted, in perioada Campaniei, din magazinele Petrom.;Buy & send;Formular contact;98847;Bluetooth Speaker Mino with Passive Bass System, Incarcator Bali Wireless 5000mAh, Vouchere combustibil, E-vouchere Fashion Days/ eMag;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
56;Food;ETI European Food Industries S.A;Wanted, Dare, Eti;“Indrazneste sa gusti vara din plin”;01.06.2020;30.06.2020;30;1;“Indrazneste sa gusti vara din plin”;Sa achizitionezeoricare din produsele participante la Campanie, apartinand brandurilorWanted sau Dare, in perioada Campaniei, din orice magazinOMV din tara;Buy & send;Formular contact;8373.3;Baterie externa, Set de fitness, Odorizant auto Berger, Plin de carburant, Voucher de calatorie in valoare de 800 de euro;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
57;Food;ETI European Food Industries S.A;Eti, Dare;“ETi Dare si La 2 Pasi iti indulcesc cumparaturile cu premii”;06.05.2020;31.05.2020;25;1;“ETi Dare si La 2 Pasi iti indulcesc cumparaturile cu premii”;Sa achizitioneze produse participante apartinand brandului Dare, pe un bon fiscal, in valoare de 5 lei in perioada Campaniei din magazinele La 2 Pasi.;Buy & send;Formular contact;3,582.44;Premiu: 1 TV LED Smart Samsung, 108 cm, 43RU7102, 4K Ultra HD + 1 cos de produse Eti in valoare de 50 ron (costul cosului fara TVA), Premiu set: 1 Baterie externa 3000Mah + 1 Boxa portabila Bluetooth + 1 cos de produse Eti in valoare de 50 ron (costul cosului fara TVA);Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
58;Food;ETI European Food Industries S.A;Eti;"“#staiacasa si ETi te premiaza!""";27.03.2020;07.05.2020;41;3;"“#staiacasa si ETi te premiaza!""";Sa achizitioneze oricare produse apartinand brandurilor Milk Burger, Petito, Puf sau Cicibebe, in valoare de minimum 10 lei, pe un bon fiscal, in perioada Campaniei, din orice magazin din tara, fizic sau online, prin orice platforma care pune in legatura participantii cu livratori specializati;Buy & send;Formular contact;9756.6;Joc de societate, Consola TV lexibook, Xbox One cu joc Just dance 2020;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
59;Food;ETI European Food Industries S.A;Eti;"“#Staicasa si ETi te recompenseaza!""";31.03.2020;11.05.2020;41;3;"“#Staicasa si ETi te recompenseaza!""";Sa achizitioneze oricare produse apartinand brandurilor Dare, Wanted, Adicto, Browni si Crax, in valoare de minimum 10 lei, pe un bon fiscal, in perioada Campaniei, din orice magazin din tara, fizic sau online, prin orice platforma care pune in legatura participantii cu livratori specializati;Buy & send;Formular contact;13978;Joc de societate Activity, Voucher eMag sau Fashion Days in valoare de 200 lei, Smart TV 4K;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
60;Food;ETI European Food Industries S.A;Wanted, Dare, Eti;"""Alimenteaza-ti pofta de calatorie cu premii de mii de like-uri!”";01.04.2020;30.04.2020;30;1;"""Alimenteaza-ti pofta de calatorie cu premii de mii de like-uri!”";Sa achizitioneze oricare produs participant apartinand brandurilor Dare sau Wanted, pe un bon fiscal, in perioada Campaniei din magazinele Petrom;Buy & send;Formular contact;7,742;Bratara fitness, Casti audio fara fir, Sticla 3 in 1 pentru petrecere, Un plin de combustibil, Un weekend la munte in Romania;Nu;Da;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
61;Food;ETI European Food Industries S.A;Wanted;“Gusta adevarul si vei fi rasplatit!;13.09.2020;22.11.2020;70;3;“Gusta adevarul si vei fi rasplatit!; Sa achizitioneze in perioada campaniei oricare produs sau combinatie de produse participante, apartinand brandului Wanted, in valoare cumulata de minimum 10 lei, in perioada Campaniei.;Buy & send;Formular contact;131,022.92;Vouchere Emag, Camera Foto Instant Polaroid Originals, Audi Q2 2019 35 TFSI 110 kW S tronic;Da;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
62;Food;ETI European Food Industries S.A;Milk Burger;“Supereroul Milk Burger te incurajeaza sa canti alaturi de instrumentele tale preferate”;16.11.2020;13.12.2020;27;2;“Supereroul Milk Burger te incurajeaza sa canti alaturi de instrumentele tale preferate”;Sa achizitioneze minimum 3 produse Milk Burger participante la campanie, in orice combinatie, in perioada 16.11.2020- 13.12.2020, din retaua de magazine Profi, de pe teritoriul Romaniei.;Buy & send;Formular contact;4478;Voucher Profi, Instrument muzical, Dispozitiv Karaoke cu lumini;Nu;Nu;Nu;Da;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
63;Food;ETI European Food Industries S.A;Dare;“Indrazneste sa castigi un nou stil de divertisment!”;09.11.2020;13.12.2020;34;2;“Indrazneste sa castigi un nou stil de divertisment!”;Sa achizitioneze produse participante, in orice combinatie, apartinand brandului Dare, in valoare cumulata de minimum 15 lei pe acelasi bon fiscal, in perioada Campaniei.;Buy & send;Formular contact;203599.9;Coduri de acces HBO GO pentru 1 luna, Seturi Apple Iphone 11 + Apple Watch 5, Gift Card Mobexpert;Nu;Nu;Nu;Da;da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
64;Food;ETI European Food Industries S.A;Dare;“Indrazneste sa castigi cu La Doi Pasi doar ce-i mai bun pentru tine”;01.11.2020;30.11.2020;30;1;“Indrazneste sa castigi cu La Doi Pasi doar ce-i mai bun pentru tine”;Sa achizitioneze in perioada campaniei oricare produs participant, apartinand brandului Dare, in valoare cumulata de minimum 5 lei, in perioada Campaniei, din magazinele participante;Buy & send;Formular contact;3099;Apple Iphone 7, Voucher eMag;Nu;Nu;Nu;Da;da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
65;Retail;MEGA IMAGE S.R.L;Mega Image;Gesturile mici aduc bucurii mari;16.11.2020;31.12.2020;35;2;Gesturile mici aduc bucurii mari;"Participantul trebuie sa achizitioneze orice produse comercializate in reteaua de magazine Mega Image si Shop&Go, inclusiv online, pe mega-image.ro si sa efectueze plata cu un card Mastercard sau Maestro al carui titular este;";Buy & send;Bon fiscal+ Formular de contact;213962.53;"Proiect de decorare a
casei, realizat cu un designer de
interior din cadrul studioului de
arhitectura Piano:Terra, Suma integrala
aferenta valorii unui premiu, in RON, Voucher de cumparaturi megaimage.ro in valoare de 400 de lei";Nu;Nu;Nu;Nu;da;Nu;Da;Da;Nu;Nu;Nu;Nu;Nu;;
66;Card;UniCredit Bank S.A;UniCredit;“Recomanda GeniusCont celor dragi si toata lumea castiga”;26.10.2020;31.12.2020;65;3;“Recomanda GeniusCont celor dragi si toata lumea castiga”;Clientii care fac recomandari. Recomandarea sa fie considerata eligibila pentru plata bonusurilor;Recomandare;S? aib? un card de credit;;Bonus de 50 de lei;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;;
67;Card;UniCredit Bank S.A;UniCredit;“Cate o mica bucurie in fiecare zi, cu cardul Visa de la UniCredit Bank”;19.10.2020;17.01.2021;100;4;“Cate o mica bucurie in fiecare zi, cu cardul Visa de la UniCredit Bank”;"Este titularul unui card de debit Visa, contractat inainte de data de 19.10.2020 sau devine titularul unui card de debit Visa in perioada campaniei, Acumuleaza in perioada campaniei promotionale minimum 4 sanse de castigare a premiilor prin
tranzactii de plati cu cardul de debit Visa la POS, in locatiile fizice ale comerciantilor, sau prin
internet pe site-urile acestora; ";Acumulare de puncte;Talon;225,013;Premiile in bani,Premiul constand in autoturism BMW, Premiile constand in bonuri valorice (vouchere) ALTEX;Da;Nu;Nu;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;Nu;Nu;;
68;Card;UniCredit Bank S.A;UniCredit;“Activeaza sau acceseaza Mobile Banking si poti castiga 50 de lei in cont sau un iPhone Xs”;01.10.2020;31.12.2020;92;3;“Activeaza sau acceseaza Mobile Banking si poti castiga 50 de lei in cont sau un iPhone Xs”;"La momentul lansarii campaniei sa fie titularul a cel putin unui cont curent in lei deschis la UniCredit
Bank";Înscri?i automat;S? respecte regula de participare;285,934.50;premii in bani, I-Phone XS;Nu;Nu;Nu;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;Nu;Nu;;
69;Drinks;SC VINCON LOGISTIC SA;Vincon;„Spune-ti povestea cu premii aparte!”;02.10.2020;31.12.2020;91;3;„Spune-ti povestea cu premii aparte!”;"sa achizitioneze, pe Perioada Campaniei, in oricare zi din perioada 2 octombrie – 13 decembrie 2020, din orice magazin de pe teritoriul Romaniei, care comercializeaza Produse participante conform art. 5.1, in conformitate cu programul de functionare al acestora, unul sau mai multe Produse participante la Campanie, in orice combinatie, specificate pe acelasi bon fiscal in valoare de minim 35 lei;";Buy & send;Formular contact;157376.94;O sticla de vin Beciul Domnesc la alegere 750 ml, Voucher in valoare de 500 la alegere, Ceas personalizat de la Augustin Watches, 20 000 euro, ;Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
70;Health;Sociaetatea SERPICO Tranding SRL;Defish;Castiga un an de miscare si relaxare plus alte 241 de premii;22.10.2020;15.12.2020;54;3;Castiga un an de miscare si relaxare plus alte 241 de premii;trebuie sa achizitioneze in perioada de desfasurare a Campaniei minim un produs si sa paatreze documentul fiscal;Buy & send;Bon fiscal + Formular contact;40.245;Placa de par, ondulator de par, smartwatch, kit de conserve Defish;Nu;Nu;Nu;Nu;Nu;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
71;Food;Danone ? Productie si Distributie de Produse Alimentare S.R.L.;Actimel;Actimel stronger together;11.10.2020;22.12.2020;72;3;Actimel stronger together;sa achizitione orice produs actimel si sa inscrie codul;Buy & send;Bon fiscal;58,002.98;40 de premii in val de 250 de euro;Nu;Nu;Nu;Nu;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
72;Food;Kamis Condimente SRL;Kamis;Exploreaza o lume cu gust si poti castiga premiile Kamis;01.11.2020;31.12.2020;61;2;Exploreaza o lume cu gust si poti castiga premiile Kamis;sa achizitioneze oricare 2 produse Kamis;Buy & send;Bon fiscal+ Formular de contact;76,324.70;TV Smart, Telefon Samsung Galaxy, Tableta ;Nu;Nu;Nu;Nu;Da;Nu;Da;Da;Nu;Nu;Nu;Nu;Nu;;
73;Technology;Huawei Technologies S.R.L;Huawei;„Cumpara Huawei P40 Lite ?i P40 Lite E, iar noi te premiem”;12.06.2020;31.07.2020;49;2;„Cumpara Huawei P40 Lite ?i P40 Lite E, iar noi te premiem”;Sa achizitioneze cel putin un (1) Produs Participant (conform Sectiunii 5) si sa pastreze documentul fiscal (bon fiscal sau factura fiscala) care atesta achizitia;Buy & send;Bon fiscal+ Formular de contact;5400;Gift Box cu boxa, Gift Box cu sticla termos;Nu;Nu;Nu;Nu;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
74;Retail;LIDL DISCOUNT S.R.L;Lidl;“Castiga premii surprinzatoare” organizata de LIDL DISCOUNT S.R.L.;09.11.2020;27.12.2020;48;2;“Castiga premii surprinzatoare” organizata de LIDL DISCOUNT S.R.L.;Participantul trebuie sa achizitioneze in Perioada Campaniei produse din magazinele LIDL de pe teritoriul Romaniei (denumite in continuare “Magazine Participante”), in valoare totala, inregistrata pe un singur bon fiscal, de minimum 75 lei (saptezeci si cinci lei) cu TVA inclusa;Buy & send;Bon fiscal+ Formular de contact;332,226;Autoturism, iPhone 11 Pro Max,iPad Pro 12.9”;Da;Nu;Nu;Nu;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
75;Retail;DANTE INTERNATIONAL S.A;Fashion Days;“Giveaway Adelina”;26.10.2020;30.10.2020;4;1;“Giveaway Adelina”;Sa aiba un cont public pe reteaua sociala Instagram, a urmareasca contul de Instagram @fashiondays, Sa posteze un comentariu prin care sa mentioneze prin tag 3 (trei) prieteni/prietene carora le-ar placea sa castige premiile. Persoanele mentionate prin tag trebuie sa detina conturi active de Instagram.;Social contest;Like, Tag, Share;40,602.09;Voucher, Geant?, ceas, ;Nu;Nu;Nu;Nu;Nu;Da;Nu;Nu;Nu;Da;Nu;Nu;Nu;;
76;Technology;ISTYLE RETAIL S.R.L;Y Style;“Office 365”;27.08.2020;10.09.2020;13;2;“Office 365”;"Fiecare Participant la Campania Promo?ional? care cumpar? un produs on-line sau dintr-un
magazin al Organizatorului pe perioada de desf??urare a Campaniei Promo?ionale va beneficia de
reducerile specificate în pagina web.";Acumulare de puncte;Talon;;Reducere la achizitionarea unor produse;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;Nu;;
77;Food;Intersnack Romania SRL;Chio;Castiga premii de senzatie;01.10.2020;31.01.2021;124;4;Castiga premii de senzatie;Sa achizitioneze orice produs participant la campanie care are inscriptionat un cod;Buy & send;Bon fiscal;624.148;Telefon, consola xbox, ma?in?;Da;Nu;Nu;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;Nu;;
78;Drinks;UNITED ROMANIAN BREWERIES BEREPROD SRL;Skol;“Cu un SKOL racoritor, poti deveni castigator!” (“Campania”);08.07.2020;04.11.2020;95;5;“Cu un SKOL racoritor, poti deveni castigator!” (“Campania”);Participantul trebuie sa achizitioneze cel putin un Produs Participant, din oricare dintre retelele de magazine Carrefour Hypermarket, Carrefour Market, Cora, Kaufland, Mega Image si Shop&Go, benzinariile din reteaua MOL, Profi (inclusiv Profi City si Profi Loco), Real, Selgros, Supeco;Buy & send;Bon fiscal ;138,314.40;Autoturism Renault Clio, Frigider, Gr?tar;Da;Nu;Nu;Da;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
79;Drinks;United Romanian Breweries Bereprod SRL;Tuborg;„ TINE RITMUL CU PREMIILE TUBORG!”;15.06.2020;31.10.2020;154;5;„ TINE RITMUL CU PREMIILE TUBORG!”;Pentru a participa la Campanie, consumatorii (persoane fizice) care indeplinesc conditiile mentionate mai sus si care achizitioneaza Produse participante la Campanie;Buy & send;Bon fiscal + Formular contact;593,472.36;Autoturism, Trotinet? electric?, premii instant;Da;Nu;Da;Nu;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
80;Food;Smartpoint Consulting SRL;Ferrero;Redescopera maiestria specialitatilor Ferrero ;01.09.2020;31.10.2020;61;2;Redescopera maiestria specialitatilor Ferrero ;Sa se achizitioneze, in Perioada Campaniei, mai precis in oricare zi din perioada 01.09.2020 (ora 00.00.00, ora Romaniei) - 31.10.2020 (ora 23.59.59, inclusiv, ora Romaniei), unul sau mai multe Produse participante la Campanie, care separat sau impreuna sa cumuleze cantitatea minima de 150 g;Buy & send;Bon fiscal+ Formular de contact;21,851,396;Televizor, Tableta;Nu;Nu;Nu;Nu;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
